id_mutation,valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,code_postal,latitude,longitude,type_local,arrondissement,price_per_m2,distance_to_center,neighborhood_cluster,month
2024-1191909,1480392.0,145.0,5.0,75017,48.88132,2.298159,Appartement,17,10209.6,4.928991599281745,9,7
2024-1191910,284000.0,27.0,1.0,75018,48.893763,2.345324,Appartement,18,10518.518518518518,4.545521588705327,0,7
2024-1191911,182000.0,24.0,1.0,75018,48.892229,2.337381,Appartement,18,7583.333333333333,4.45863066315741,0,7
2024-1191913,323400.0,38.0,2.0,75020,48.868391,2.401916,Appartement,20,8510.526315789473,4.165664126314278,8,7
2024-1191914,165000.0,17.0,1.0,75020,48.862232,2.402175,Appartement,20,9705.882352941177,3.9526877217017824,2,7
2024-1191915,57000.0,12.0,1.0,75010,48.874583,2.348692,Appartement,10,4750.0,2.401826623146756,0,7
2024-1191916,197725.0,24.0,1.0,75018,48.884306,2.347791,Appartement,18,8238.541666666666,3.484815999163377,0,7
2024-1191917,240000.0,45.0,2.0,75019,48.879683,2.398786,Appartement,19,5333.333333333333,4.640837290871917,8,7
2024-1191918,2788300.0,44.5,2.0,75009,48.879183,2.339459,Appartement,9,62658.426966292136,3.011784163226072,0,7
2024-1191919,500000.0,87.0,4.0,75019,48.893658,2.370725,Appartement,19,5747.126436781609,4.768288408776076,8,7
2024-1191921,180000.0,28.0,1.0,75020,48.857125,2.399419,Appartement,20,6428.571428571428,3.644594974214053,2,7
2024-1191922,340000.0,36.0,1.0,75009,48.882746,2.332943,Appartement,9,9444.444444444443,3.535079156433337,4,7
2024-1191925,372743.4,114.0,3.0,75010,48.870156,2.352491,Appartement,10,3269.678947368421,1.916343625478372,0,7
2024-1191926,188000.0,22.0,1.0,75020,48.875724,2.403191,Appartement,20,8545.454545454546,4.6393424750359324,8,7
2024-1191927,434000.0,34.0,1.0,75019,48.890985,2.370769,Appartement,19,12764.70588235294,4.488577439058436,8,7
2024-1191928,405000.0,50.0,3.0,75017,48.89256,2.326569,Appartement,17,8100.0,4.720880282646245,4,7
2024-1191930,42000.0,13.0,1.0,75017,48.886042,2.319494,Appartement,17,3230.769230769231,4.298547181746286,4,7
2024-1191931,125000.0,20.0,1.0,75002,48.866774,2.344784,Appartement,2,6250.0,1.5784161680311308,0,7
2024-1191932,1075200.0,124.0,4.0,75019,48.881545,2.388001,Appartement,19,8670.967741935483,4.219082569463607,8,7
2024-1191933,652800.0,89.0,4.0,75020,48.853851,2.400378,Appartement,20,7334.831460674157,3.687114775974649,2,7
2024-1191934,745000.0,70.0,2.0,75010,48.869838,2.369642,Appartement,10,10642.857142857143,2.3601097409718625,7,7
2024-1191935,310000.0,27.0,1.0,75004,48.858333,2.351552,Appartement,4,11481.481481481482,0.6037755340740442,7,7
2024-1191937,915000.0,76.0,4.0,75002,48.867994,2.348469,Appartement,2,12039.473684210529,1.671014337586408,0,7
2024-1191938,640000.0,58.0,3.0,75009,48.880289,2.331175,Appartement,9,11034.48275862069,3.3322074196967297,4,7
2024-1191939,288000.0,30.0,2.0,75020,48.856394,2.39518,Appartement,20,9600.0,3.326979542318809,2,7
2024-1191940,435000.0,40.0,2.0,75004,48.85188,2.355769,Appartement,4,10875.0,0.4400855080710113,7,6
2024-1191941,1450000.0,94.0,4.0,75009,48.877547,2.338057,Appartement,9,15425.531914893618,2.8658959704950218,0,7
2024-1191942,503430.0,49.0,3.0,75009,48.882283,2.332839,Appartement,9,10274.081632653062,3.4896871259914293,4,7
2024-1191943,215000.0,22.0,1.0,75018,48.891175,2.331273,Appartement,18,9772.727272727272,4.460361552074739,4,7
2024-1191945,641700.0,47.0,3.0,75004,48.854271,2.367051,Appartement,4,13653.1914893617,1.255508981365281,7,7
2024-1191946,176000.0,18.0,1.0,75020,48.8686,2.390211,Appartement,20,9777.777777777776,3.414965142252356,8,7
2024-1191947,120000.0,18.0,1.0,75018,48.890218,2.361762,Appartement,18,6666.666666666667,4.226916847908087,0,7
2024-1191948,173000.0,24.0,1.0,75019,48.877261,2.377245,Appartement,19,7208.333333333333,3.3539946645899774,8,7
2024-1191952,150000.0,15.0,1.0,75017,48.876685,2.296115,Appartement,17,10000.0,4.740491082076832,9,7
2024-1191953,85000.0,15.0,1.0,75018,48.88289,2.337717,Appartement,18,5666.666666666667,3.442904372048116,0,7
2024-1191954,376700.0,34.0,2.0,75017,48.887383,2.311194,Appartement,17,11079.411764705885,4.761600253901063,4,7
2024-1191955,240000.0,28.0,0.0,75004,48.85945,2.350222,Appartement,4,8571.42857142857,0.7173911559557403,7,7
2024-1191956,510000.0,70.0,2.0,75020,48.851215,2.39918,Appartement,20,7285.714285714285,3.603813473041483,2,7
2024-1191958,132000.0,23.0,1.0,75018,48.895951,2.342153,Appartement,18,5739.130434782609,4.810289065946312,0,7
2024-1191959,129000.0,16.0,1.0,75010,48.87355,2.370668,Appartement,10,8062.5,2.73993491391515,7,7
2024-1191960,185150.0,23.0,1.0,75020,48.873413,2.399973,Appartement,20,8050.0,4.302925475223032,8,7
2024-1191963,600000.0,23.5,1.0,75004,48.858333,2.351552,Appartement,4,25531.91489361702,0.6037755340740442,7,7
2024-1191964,410000.0,34.0,2.0,75017,48.883052,2.314877,Appartement,17,12058.823529411764,4.215015613161075,4,7
2024-1191965,504400.0,48.0,2.0,75020,48.864149,2.400666,Appartement,20,10508.333333333334,3.908413946701868,2,7
2024-1191966,767000.0,90.0,3.0,75017,48.89129,2.319854,Appartement,17,8522.222222222223,4.794660959252665,4,7
2024-1191967,101000.0,10.0,1.0,75010,48.876632,2.370665,Appartement,10,10100.0,3.031513496044405,7,7
2024-1191969,176000.0,18.0,1.0,75019,48.876834,2.387215,Appartement,19,9777.777777777776,3.799219699099418,8,7
2024-1191970,480000.0,42.5,2.5,75018,48.884172,2.350964,Appartement,18,11294.117647058823,3.46688534012402,0,7
2024-1191971,1583700.0,118.0,6.0,75009,48.881208,2.348468,Appartement,9,13421.186440677966,3.138587548819057,0,7
2024-1191972,230000.0,35.0,1.0,75018,48.891511,2.363001,Appartement,18,6571.428571428572,4.386525662861801,0,7
2024-1191973,955000.0,44.0,2.0,75001,48.856855,2.342454,Appartement,1,21704.545454545456,0.6989598603303534,3,7
2024-1191974,1265370.0,116.0,5.0,75018,48.885794,2.326778,Appartement,18,10908.362068965518,4.022689681272117,4,7
2024-1191975,290000.0,44.0,2.0,75001,48.856855,2.342454,Appartement,1,6590.909090909091,0.6989598603303534,3,7
2024-1191978,10000.0,25.0,1.0,75018,48.883397,2.337105,Appartement,18,400.0,3.509122497055141,0,7
2024-1191981,169500.0,25.0,2.0,75019,48.886254,2.367431,Appartement,19,6780.0,3.9112964791904257,0,7
2024-1191982,310000.0,53.0,2.0,75019,48.89379,2.378821,Appartement,19,5849.056603773585,5.001504207431481,8,7
2024-1191983,275000.0,28.0,1.0,75020,48.872712,2.400526,Appartement,20,9821.42857142857,4.297088272553519,8,7
2024-1191985,171000.0,37.0,3.0,75018,48.890169,2.353535,Appartement,18,4621.621621621622,4.141083065637876,0,7
2024-1191986,250228.0,20.0,1.0,75020,48.872742,2.381388,Appartement,20,12511.4,3.176612452825203,8,7
2024-1191987,631800.0,49.0,3.0,75018,48.890115,2.338677,Appartement,18,12893.877551020409,4.2092697703709305,0,7
2024-1191988,490000.0,38.0,2.0,75004,48.852333,2.363283,Appartement,4,12894.736842105263,0.9746897383481012,7,7
2024-1191989,297500.0,31.0,2.0,75018,48.886508,2.334354,Appartement,18,9596.774193548386,3.8976975774726608,4,7
2024-1191990,85000.0,14.0,1.0,75010,48.874546,2.37191,Appartement,10,6071.428571428572,2.8824588239260795,7,7
2024-1191991,545000.0,60.0,2.0,75010,48.870858,2.364943,Appartement,10,9083.333333333334,2.26671235639745,7,6
2024-1191992,501210.0,60.0,3.0,75018,48.886248,2.358925,Appartement,18,8353.5,3.754198116374812,0,7
2024-1191994,238000.0,28.0,2.0,75018,48.895457,2.347372,Appartement,18,8500.0,4.724913667251318,0,7
2024-1191996,410000.0,54.0,3.0,75020,48.873307,2.395627,Appartement,20,7592.592592592592,4.029714521827747,8,7
2024-1191997,160000.0,14.0,1.0,75018,48.891303,2.335278,Appartement,18,11428.57142857143,4.393093994614372,4,7
2024-1191998,760000.0,88.0,4.0,75004,48.858088,2.353699,Appartement,4,8636.363636363636,0.6271541010399414,7,7
2024-1191999,247650.0,35.0,1.0,75019,48.894308,2.375232,Appartement,19,7075.714285714285,4.950067753097532,8,7
2024-1192001,305000.0,35.0,1.0,75020,48.858306,2.400955,Appartement,20,8714.285714285714,3.7743497114760665,2,7
2024-1192003,1355280.0,30.5,1.5,75018,48.884204,2.345471,Appartement,18,44435.40983606558,3.485503876537146,0,7
2024-1192004,1494100.0,126.0,5.0,75017,48.879975,2.302799,Appartement,17,11857.936507936509,4.573513951229895,9,7
2024-1192005,3351630.4,85.5,3.0,75009,48.877149,2.338143,Appartement,9,39200.35555555556,2.821840062050611,0,7
2024-1192006,140000.0,13.0,1.0,75009,48.880225,2.331656,Appartement,9,10769.23076923077,3.311316516975776,4,7
2024-1192008,342000.0,36.0,2.0,75017,48.884923,2.325699,Appartement,17,9500.0,3.9698169884194177,4,7
2024-1192010,860000.0,19.0,1.0,75017,48.881993,2.304428,Appartement,17,45263.15789473684,4.637291503415771,9,7
2024-1192011,410000.0,37.0,3.0,75004,48.858289,2.352976,Appartement,4,11081.081081081082,0.6271198178433719,7,7
2024-1192012,326300.0,29.0,2.0,75017,48.893616,2.312429,Appartement,17,11251.724137931034,5.286513913423202,4,7
2024-1192013,490000.0,51.0,3.0,75009,48.876933,2.340015,Appartement,9,9607.843137254902,2.759636676279011,0,7
2024-1192014,345000.0,38.0,2.0,75020,48.870968,2.391437,Appartement,20,9078.947368421052,3.630436470126903,8,7
2024-1192015,166000.0,16.0,1.0,75010,48.873386,2.371843,Appartement,10,10375.0,2.7733604580656994,7,7
2024-1192016,475000.0,66.0,3.0,75019,48.879531,2.373024,Appartement,19,7196.969696969697,3.3969708953504743,8,7
2024-1192018,258000.0,39.0,2.0,75018,48.886877,2.358448,Appartement,18,6615.384615384615,3.817290665345456,0,7
2024-1192019,223500.0,33.0,1.0,75019,48.889029,2.381972,Appartement,19,6772.727272727273,4.638762226901712,8,7
2024-1192020,203000.0,29.0,1.0,75019,48.892701,2.374875,Appartement,19,7000.0,4.774724392303961,8,7
2024-1192021,359300.0,43.0,2.0,75019,48.87653,2.391725,Appartement,19,8355.813953488372,4.020078326398184,8,7
2024-1192022,307000.0,35.0,2.0,75019,48.876001,2.40058,Appartement,19,8771.42857142857,4.497806072381942,8,7
2024-1192023,270000.0,30.0,2.0,75017,48.890858,2.324529,Appartement,17,9000.0,4.6033957580430735,4,7
2024-1192024,537000.0,67.0,3.0,75017,48.893414,2.324745,Appartement,17,8014.925373134329,4.858612221545528,4,7
2024-1192025,567000.0,59.0,3.0,75017,48.893817,2.319065,Appartement,17,9610.169491525425,5.071288922493058,4,7
2024-1192026,2240000.0,21.5,1.25,75020,48.869659,2.396116,Appartement,20,104186.04651162792,3.848653818532863,8,7
2024-1192027,162000.0,21.0,1.0,75018,48.886707,2.359978,Appartement,18,7714.285714285715,3.818437721927448,0,7
2024-1192028,310000.0,45.0,2.0,75017,48.890155,2.324426,Appartement,17,6888.888888888889,4.535130008027714,4,7
2024-1192030,496000.0,50.0,2.0,75017,48.887339,2.324068,Appartement,17,9920.0,4.263445869352578,4,7
2024-1192031,116000.0,22.0,1.0,75018,48.900565,2.35255,Appartement,18,5272.727272727273,5.29227325518645,0,2
2024-1192032,660000.0,77.0,3.0,75003,48.863,2.363575,Appartement,3,8571.42857142857,1.4908800984308863,7,7
2024-1192033,1090000.0,70.0,2.0,75003,48.859078,2.358631,Appartement,3,15571.42857142857,0.924930530440956,7,7
2024-1192034,343640.0,39.0,2.0,75017,48.88478,2.314887,Appartement,17,8811.28205128205,4.368460212302507,4,7
2024-1192035,565000.0,55.0,3.0,75010,48.879833,2.36272,Appartement,10,10272.727272727272,3.1253959958412314,0,7
2024-1192036,700000.0,66.0,4.0,75020,48.861954,2.40158,Appartement,20,10606.060606060606,3.902677907228625,2,7
2024-1192037,1500000.0,76.0,4.0,75009,48.883113,2.347936,Appartement,9,19736.84210526316,3.351814410377241,0,7
2024-1192038,50000.0,13.0,1.0,75010,48.86901,2.36296,Appartement,10,3846.153846153846,2.0169443615014013,7,7
2024-1192039,149000.0,25.0,2.0,75018,48.884636,2.340731,Appartement,18,5960.0,3.582496295995389,0,7
2024-1192040,90000.0,11.0,1.0,75020,48.86266,2.398454,Appartement,20,8181.818181818182,3.70398786632184,2,7
2024-1192041,330000.0,35.0,2.0,75018,48.890103,2.339173,Appartement,18,9428.57142857143,4.200972697929155,0,7
2024-1192042,412761.5,43.0,3.0,75010,48.872532,2.356927,Appartement,10,9599.10465116279,2.230187558457012,7,7
2024-1192043,300000.0,35.0,1.0,75020,48.872271,2.393987,Appartement,20,8571.42857142857,3.865930549240663,8,7
2024-1192044,200000.0,30.0,1.0,75018,48.896686,2.340625,Appartement,18,6666.666666666667,4.905808856130452,0,7
2024-1192045,560000.0,69.0,3.0,75019,48.881545,2.388001,Appartement,19,8115.942028985507,4.219082569463607,8,7
2024-1192046,750000.0,51.0,3.0,75009,48.880578,2.338125,Appartement,9,14705.882352941177,3.187176888935477,0,7
2024-1192047,206523.81,22.0,1.0,75002,48.868421,2.335033,Appartement,2,9387.44590909091,2.034484593170092,0,7
2024-1192048,180000.0,32.0,2.0,75019,48.894746,2.383115,Appartement,19,5625.0,5.235749126136117,8,7
2024-1192049,1800000.0,180.0,6.0,75008,48.882829,2.326112,Appartement,8,10000.0,3.748905205310223,4,7
2024-1192051,625000.0,78.0,3.0,75020,48.856812,2.4036,Appartement,20,8012.820512820513,3.944363257489451,2,7
2024-1192052,600000.0,16.5,1.0,75008,48.869939,2.30311,Appartement,8,36363.63636363636,3.9132616675865455,9,7
2024-1192054,130400.0,15.0,1.0,75010,48.871257,2.367498,Appartement,10,8693.333333333334,2.3999355160554217,7,7
2024-1192055,163500.0,25.0,2.0,75010,48.871549,2.363974,Appartement,10,6540.0,2.301972291752295,7,7
2024-1192056,50000.0,12.0,1.0,75002,48.868713,2.353081,Appartement,2,4166.666666666667,1.761683267792977,7,7
2024-1192057,450400.0,52.0,3.0,75017,48.88848,2.302725,Appartement,17,8661.538461538461,5.2459579000910175,9,7
2024-1192058,944000.0,108.0,5.0,75020,48.850587,2.404518,Appartement,20,8740.74074074074,3.997946718311028,2,7
2024-1192060,624850.0,86.0,4.0,75020,48.870124,2.400192,Appartement,20,7265.697674418605,4.136054429642266,8,7
2024-1192063,246000.0,35.0,2.0,75020,48.863918,2.401348,Appartement,20,7028.571428571428,3.947796274144922,2,7
2024-1192065,430000.0,32.0,1.0,75001,48.866188,2.331789,Appartement,1,13437.5,1.981239445295778,4,7
2024-1192066,202000.0,16.0,1.0,75017,48.886197,2.314422,Appartement,17,12625.0,4.516361305693082,4,7
2024-1192067,171450.0,10.0,1.0,75018,48.888614,2.326895,Appartement,18,17145.0,4.305587169414528,4,7
2024-1192068,109500.0,10.0,1.0,75017,48.885029,2.312565,Appartement,17,10950.0,4.492333908227946,4,7
2024-1192069,433335.0,40.0,2.0,75020,48.867524,2.395439,Appartement,20,10833.375,3.695639306986577,8,7
2024-1192070,285000.0,27.0,1.0,75008,48.878225,2.302837,Appartement,8,10555.555555555557,4.446209735894712,9,7
2024-1192071,380800.0,34.0,2.0,75003,48.86481,2.354042,Appartement,3,11200.0,1.346092312128949,7,7
2024-1192073,781140.0,75.0,2.0,75017,48.885276,2.313017,Appartement,17,10415.2,4.49415894226813,4,7
2024-1192074,318000.0,34.0,2.0,75002,48.86668,2.351716,Appartement,2,9352.941176470587,1.526317780143587,7,7
2024-1192076,2260000.0,20.5,1.5,75009,48.877949,2.329987,Appartement,9,110243.9024390244,3.1367483606011195,4,7
2024-1192079,2337000.0,170.0,6.0,75001,48.865316,2.330343,Appartement,1,13747.058823529413,1.985804104659017,4,7
2024-1192081,578000.0,54.0,2.0,75018,48.892218,2.334014,Appartement,18,10703.703703703704,4.514852854592397,4,7
2024-1192083,860000.0,67.0,3.0,75009,48.881526,2.340828,Appartement,9,12835.820895522387,3.2421178461665763,0,7
2024-1192084,596032.0,79.0,2.0,75004,48.85968,2.349577,Appartement,4,7544.708860759493,0.7434265102814428,7,7
2024-1192085,210000.0,32.0,1.0,75019,48.888432,2.382923,Appartement,19,6562.5,4.617448473837183,8,7
2024-1192086,850000.0,93.0,5.0,75010,48.871532,2.370282,Appartement,10,9139.78494623656,2.539214151833907,7,7
2024-1192087,360000.0,39.0,2.0,75020,48.866536,2.397975,Appartement,20,9230.76923076923,3.8187701520073474,8,7
2024-1192090,490000.0,43.0,2.0,75017,48.885061,2.310331,Appartement,17,11395.348837209302,4.596511193889025,4,7
2024-1192091,210000.0,32.0,2.0,75009,48.880494,2.34334,Appartement,9,6562.5,3.0957623504861145,0,7
2024-1192093,682300.0,65.0,2.0,75002,48.868917,2.348,Appartement,2,10496.923076923076,1.7759266085760834,0,7
2024-1192094,177000.0,41.0,3.0,75009,48.873575,2.345378,Appartement,9,4317.073170731707,2.3126833757326226,0,7
2024-1192097,1580000.0,58.5,2.5,75009,48.875517,2.346909,Appartement,9,27008.547008547008,2.513964589913269,0,7
2024-1192098,112500.0,12.0,1.0,75020,48.869765,2.394348,Appartement,20,9375.0,3.741659221356544,8,7
2024-1192100,125280.0,13.0,1.0,75010,48.871057,2.359361,Appartement,10,9636.923076923076,2.1214077058133443,7,7
2024-1192103,160000.0,18.0,1.0,75019,48.878564,2.388718,Appartement,19,8888.888888888889,4.01261551636509,8,7
2024-1192105,230000.0,32.0,1.0,75019,48.8854,2.37118,Appartement,19,7187.5,3.921658606528192,8,7
2024-1192106,193000.0,23.0,1.0,75020,48.854946,2.399725,Appartement,20,8391.304347826086,3.644513245576389,2,7
2024-1192107,491000.0,59.0,3.0,75020,48.872067,2.388127,Appartement,20,8322.033898305084,3.503405538784107,8,7
2024-1192108,357000.0,40.0,3.0,75010,48.874902,2.355141,Appartement,10,8925.0,2.464255059336483,0,7
2024-1192109,1400000.0,119.0,5.0,75018,48.889774,2.338404,Appartement,18,11764.70588235294,4.176109833212281,0,7
2024-1192110,144500.0,26.0,2.0,75004,48.853697,2.366599,Appartement,4,5557.692307692308,1.2169361924886968,7,7
2024-1192111,120000.0,68.0,4.0,75019,48.889171,2.398474,Appartement,19,1764.7058823529412,5.361547825178501,8,7
2024-1192113,565500.0,56.0,3.0,75018,48.893535,2.328356,Appartement,18,10098.214285714286,4.777171740027572,4,7
2024-1192115,357061.0,60.0,4.0,75017,48.882553,2.313307,Appartement,17,5951.016666666666,4.242863883353037,4,7
2024-1192116,450000.0,39.0,1.0,75009,48.880603,2.336408,Appartement,9,11538.46153846154,3.226314004927685,0,6
2024-1192117,493850.0,28.0,2.0,75001,48.863545,2.341748,Appartement,1,17637.5,1.318835138339698,0,6
2024-1192119,400000.0,46.0,3.0,75017,48.881714,2.286876,Appartement,17,8695.652173913044,5.613608150168227,9,7
2024-1192120,644800.0,55.0,3.0,75003,48.8614,2.365398,Appartement,3,11723.636363636364,1.4633679877629715,7,7
2024-1192122,250000.0,26.0,2.0,75017,48.891799,2.320192,Appartement,17,9615.384615384615,4.833785620883035,4,7
2024-1192123,684600.0,89.0,4.0,75019,48.885312,2.392548,Appartement,19,7692.134831460674,4.75330913745053,8,7
2024-1192124,880000.0,85.0,4.0,75018,48.889235,2.345631,Appartement,18,10352.941176470587,4.041799543597029,0,7
2024-1192125,552170.0,54.0,3.0,75010,48.877331,2.370506,Appartement,10,10225.37037037037,3.0934679235629234,7,7
2024-1192126,665000.0,52.0,3.0,75017,48.882933,2.299785,Appartement,17,12788.46153846154,4.956659914929985,9,7
2024-1192127,173600.0,14.0,1.0,75018,48.890686,2.36033,Appartement,18,12400.0,4.258054283303843,0,7
2024-1192128,800000.0,50.0,2.0,75020,48.868452,2.389424,Appartement,20,16000.0,3.3570514301065137,8,7
2024-1192130,1019400.0,105.0,3.0,75009,48.873605,2.344582,Appartement,9,9708.57142857143,2.3251975042439983,0,7
2024-1192131,15000.0,15.0,1.0,75018,48.88652,2.350373,Appartement,18,1000.0,3.727353783447726,0,7
2024-1192132,740000.0,48.0,2.0,75008,48.870831,2.325904,Appartement,8,15416.666666666666,2.6529631163827303,4,7
2024-1192133,355000.0,35.0,1.0,75010,48.878713,2.365873,Appartement,10,10142.857142857143,3.0859071906799427,7,7
2024-1192134,281300.0,33.0,3.0,75020,48.871561,2.381567,Appartement,20,8524.242424242424,3.097092748139564,8,7
2024-1192135,20000.0,64.0,3.0,75010,48.873116,2.352617,Appartement,10,312.5,2.244974180677006,0,7
2024-1192136,625000.0,160.0,7.0,75004,48.856906,2.361242,Appartement,4,3906.25,0.9301276644743404,7,7
2024-1192137,1490000.0,17.5,1.5,75009,48.877361,2.348261,Appartement,9,85142.85714285714,2.711804655065391,0,7
2024-1192138,14000.0,47.0,2.0,75004,48.854899,2.364607,Appartement,4,297.8723404255319,1.089369301980741,7,7
2024-1192139,273000.0,25.0,1.0,75009,48.881252,2.346927,Appartement,9,10920.0,3.149510143380061,0,7
2024-1192140,275000.0,34.0,2.0,75018,48.888851,2.355519,Appartement,18,8088.235294117647,4.006833678992258,0,7
2024-1192141,253000.0,25.0,2.0,75018,48.894096,2.34701,Appartement,18,10120.0,4.574895907781114,0,7
2024-1192142,697000.0,58.0,3.0,75018,48.889521,2.331786,Appartement,18,12017.241379310344,4.273866920535986,4,7
2024-1192143,298640.0,28.0,1.0,75002,48.865393,2.344554,Appartement,2,10665.714285714286,1.4344759541381646,0,7
2024-1192144,284000.0,24.0,1.0,75003,48.867118,2.359381,Appartement,3,11833.333333333334,1.7132990981229428,7,7
2024-1192145,245000.0,28.0,2.0,75020,48.873184,2.400037,Appartement,20,8750.0,4.29354531576445,8,7
2024-1192147,485000.0,40.0,3.0,75009,48.8828,2.333605,Appartement,9,12125.0,3.5239272371285164,4,7
2024-1192151,273500.0,18.0,1.0,75003,48.863459,2.362976,Appartement,3,15194.444444444443,1.501234194898033,7,7
2024-1192153,372500.0,43.0,3.0,75010,48.880167,2.351973,Appartement,10,8662.790697674418,3.0242778709800606,0,7
2024-1192154,950000.0,62.0,4.0,75003,48.861424,2.363261,Appartement,3,15322.58064516129,1.3485698004724544,7,7
2024-1192156,200000.0,30.0,1.0,75019,48.883747,2.388699,Appartement,19,6666.666666666667,4.438584223953585,8,7
2024-1192157,2370000.0,224.0,7.0,75009,48.880358,2.330954,Appartement,9,10580.357142857143,3.345893613637136,4,7
2024-1192158,605000.0,58.0,2.0,75009,48.880262,2.339971,Appartement,9,10431.03448275862,3.118893627286636,0,7
2024-1192159,160000.0,20.0,1.0,75020,48.863539,2.402847,Appartement,20,8000.0,4.039874120494357,2,7
2024-1192160,1376096.0,138.0,1.0,75017,48.887688,2.299697,Appartement,17,9971.710144927536,5.330453237024217,9,7
2024-1192161,767000.0,107.0,4.0,75019,48.884383,2.390781,Appartement,19,7168.22429906542,4.590727212114489,8,7
2024-1192162,160000.0,26.0,1.0,75019,48.889036,2.37711,Appartement,19,6153.846153846154,4.4707626537882295,8,7
2024-1192163,350000.0,28.0,2.0,75018,48.884146,2.335506,Appartement,18,12500.0,3.6219009160282,4,7
2024-1192164,564550.0,58.0,2.0,75018,48.888902,2.334973,Appartement,18,9733.620689655172,4.140647903185428,4,7
2024-1192165,365000.0,30.0,2.0,75010,48.878102,2.364487,Appartement,10,12166.666666666666,2.985600306623047,7,7
2024-1192166,385000.0,50.0,3.0,75020,48.863402,2.388757,Appartement,20,7700.0,3.0622250694241573,8,7
2024-1192167,520000.0,58.0,3.0,75020,48.863933,2.390908,Appartement,20,8965.51724137931,3.2302213889561027,8,7
2024-1192169,13000.0,11.0,1.0,75010,48.871354,2.349023,Appartement,10,1181.8181818181818,2.042122702364039,0,7
2024-1192170,230000.0,25.0,1.0,75010,48.869887,2.353263,Appartement,10,9200.0,1.892859577396888,0,7
2024-1192171,163730.0,16.0,1.0,75017,48.883714,2.292415,Appartement,17,10233.125,5.422576098244733,9,7
2024-1192172,210000.0,25.0,1.0,75009,48.872121,2.328617,Appartement,9,8400.0,2.639558215405941,4,7
2024-1192174,976000.0,28.5,2.0,75020,48.869959,2.404942,Appartement,20,34245.61403508772,4.439579142667633,8,7
2024-1192175,90000.0,10.0,1.0,75010,48.86996,2.359565,Appartement,10,9000.0,2.011487946287529,7,7
2024-1192176,95100.0,15.0,1.0,75019,48.875636,2.380516,Appartement,19,6340.0,3.364239693521646,8,7
2024-1192178,1109309.0,78.0,3.0,75020,48.865212,2.394835,Appartement,20,14221.910256410256,3.549952561797276,8,7
2024-1192179,520000.0,39.0,1.0,75001,48.861947,2.342191,Appartement,1,13333.333333333334,1.1472271953389586,0,8
2024-1192181,294700.0,25.0,1.0,75020,48.872856,2.404566,Appartement,20,11788.0,4.56150075383255,8,7
2024-1192184,167000.0,22.0,1.0,75019,48.877386,2.406034,Appartement,19,7590.909090909091,4.914527505067972,8,7
2024-1192185,355000.0,66.0,3.0,75019,48.89379,2.378821,Appartement,19,5378.787878787879,5.001504207431481,8,7
2024-1192186,83000.0,12.0,1.0,75009,48.879061,2.34872,Appartement,9,6916.666666666667,2.899363106452586,0,7
2024-1192188,375000.0,36.0,2.0,75009,48.881753,2.33208,Appartement,9,10416.666666666666,3.455441046781777,4,7
2024-1192189,1122000.0,90.0,4.0,75017,48.884155,2.306135,Appartement,17,12466.666666666666,4.721767643069588,9,7
2024-1192191,364000.0,45.0,2.0,75019,48.876676,2.389842,Appartement,19,8088.888888888889,3.927391899532823,8,7
2024-1192192,2183750.0,177.0,6.0,75008,48.874993,2.3156,Appartement,8,12337.570621468927,3.508915496269774,4,7
2024-1192195,621770.0,93.0,4.0,75020,48.869437,2.402682,Appartement,20,6685.698924731183,4.265308632229071,8,7
2024-1192196,188000.0,15.0,1.0,75003,48.868007,2.359801,Appartement,3,12533.333333333334,1.8162154248924696,7,7
2024-1192197,17000.0,26.0,1.0,75017,48.888037,2.322308,Appartement,17,653.8461538461538,4.39095963637708,4,7
2024-1192198,244000.0,24.0,1.0,75017,48.892528,2.323006,Appartement,17,10166.666666666666,4.818343942555453,4,7
2024-1192199,262500.0,24.0,2.0,75003,48.867364,2.357284,Appartement,3,10937.5,1.6837462077971737,7,7
2024-1192200,730000.0,75.0,3.0,75009,48.879362,2.346856,Appartement,9,9733.333333333334,2.940327839075015,0,7
2024-1192201,208000.0,28.0,1.0,75020,48.862796,2.403887,Appartement,20,7428.571428571428,4.089999931613714,2,7
2024-1192202,1472750.0,125.0,4.0,75008,48.872421,2.304797,Appartement,8,11782.0,3.949367445404647,9,7
2024-1192205,820400.0,76.0,3.0,75020,48.867689,2.3831,Appartement,20,10794.736842105263,2.920803894618169,8,8
2024-1192206,210000.0,37.0,2.0,75018,48.892256,2.351809,Appartement,18,5675.675675675676,4.367072643484125,0,7
2024-1192207,617500.0,74.0,3.0,75017,48.880888,2.286144,Appartement,17,8344.594594594595,5.606440502033782,9,7
2024-1192208,370000.0,46.0,2.0,75020,48.873553,2.401191,Appartement,20,8043.478260869565,4.386955644404852,8,7
2024-1192211,276000.0,25.0,1.0,75018,48.892308,2.332733,Appartement,18,11040.0,4.549629427515276,4,7
2024-1192212,667000.0,89.0,4.0,75018,48.895856,2.357423,Appartement,18,7494.38202247191,4.796192484114048,0,7
2024-1192214,170000.0,25.0,2.0,75020,48.867718,2.397217,Appartement,20,6800.0,3.8222358836811794,8,8
2024-1192216,315000.0,35.0,2.0,75010,48.872999,2.359658,Appartement,10,9000.0,2.3333152442922858,7,7
