id_mutation,valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,code_postal,latitude,longitude,type_local,arrondissement,price_per_m2,distance_to_center,neighborhood_cluster,month
2024-1202960,80000.0,210.0,7.0,75016,48.859886,2.286326,Appartement,16,380.95238095238096,4.720927086974361,6,3
2024-1202961,400000.0,30.0,1.0,75005,48.841777,2.341572,Appartement,5,13333.333333333334,1.392007403259918,3,3
2024-1202962,521000.0,50.0,2.0,75016,48.844886,2.259506,Appartement,16,10420.0,6.682760376449398,6,3
2024-1202964,400000.0,72.0,3.0,75011,48.854469,2.375775,Appartement,11,5555.555555555556,1.8928742656984128,7,3
2024-1202965,92000.0,19.0,1.0,75011,48.867957,2.380973,Appartement,11,4842.105263157895,2.810688112548883,8,3
2024-1202968,1005000.0,78.0,3.0,75007,48.853251,2.310823,Appartement,7,12884.615384615385,2.8665335677264587,1,3
2024-1202969,430000.0,39.0,2.0,75012,48.849927,2.384078,Appartement,12,11025.641025641024,2.5167153633637,2,3
2024-1202971,738815.0,67.0,4.0,75012,48.846184,2.383082,Appartement,12,11027.089552238804,2.536503335886704,2,3
2024-1202972,955000.0,74.0,3.0,75006,48.849771,2.330542,Appartement,6,12905.405405405403,1.4682772899803362,3,3
2024-1202973,455000.0,38.0,2.0,75005,48.846748,2.35353,Appartement,5,11973.684210526317,0.7416225379173718,5,3
2024-1202974,387292.0,41.0,2.0,75015,48.833699,2.28758,Appartement,15,9446.146341463416,5.04693002653849,1,3
2024-1202975,500000.0,51.0,2.0,75015,48.84396,2.287007,Appartement,15,9803.921568627453,4.717664533018759,1,3
2024-1202977,727500.0,67.0,3.0,75016,48.866034,2.282289,Appartement,16,10858.20895522388,5.161135634650319,9,3
2024-1202978,624000.0,70.0,3.0,75013,48.830833,2.379708,Appartement,13,8914.285714285714,3.286663427946628,2,3
2024-1202979,590000.0,65.0,3.0,75015,48.840681,2.298962,Appartement,15,9076.923076923076,3.977966403371864,1,3
2024-1202980,210000.0,21.0,2.0,75012,48.83524,2.397215,Appartement,12,10000.0,3.979671850764756,2,3
2024-1202981,563500.0,52.0,2.0,75015,48.835572,2.30863,Appartement,15,10836.53846153846,3.5945135588034343,1,3
2024-1202982,268571.0,35.0,2.0,75011,48.860267,2.381747,Appartement,11,7673.457142857143,2.459166211384728,7,3
2024-1202985,183070.0,15.0,1.0,75015,48.845643,2.311995,Appartement,15,12204.666666666666,2.8986896742171866,1,3
2024-1202986,206400.0,22.0,2.0,75013,48.830994,2.371068,Appartement,13,9381.818181818182,2.892180211336308,5,3
2024-1202987,410000.0,39.0,2.0,75012,48.835184,2.404951,Appartement,12,10512.820512820514,4.482729841877711,2,3
2024-1202988,10000.0,39.0,2.0,75016,48.847853,2.270686,Appartement,16,256.4102564102564,5.831499261654228,6,2
2024-1202989,535000.0,44.0,2.0,75016,48.855322,2.274594,Appartement,16,12159.09090909091,5.52302818422771,6,3
2024-1202990,60000.0,57.0,3.0,75015,48.834787,2.288855,Appartement,15,1052.6315789473683,4.911488584973639,1,3
2024-1202991,70000.0,20.0,1.0,75015,48.83241,2.303568,Appartement,15,3500.0,4.097277154520174,1,3
2024-1202992,100000.0,10.0,1.0,75016,48.85346,2.275138,Appartement,16,10000.0,5.477529323831939,6,3
2024-1202994,146000.0,14.0,1.0,75014,48.828655,2.330728,Appartement,14,10428.57142857143,3.052419271154239,3,3
2024-1202995,495000.0,65.0,2.0,75015,48.837533,2.28358,Appartement,15,7615.384615384615,5.155716143960015,1,3
2024-1202996,209000.0,23.0,1.0,75015,48.83273,2.293137,Appartement,15,9086.95652173913,4.73246007394937,1,3
2024-1202997,860000.0,105.0,5.0,75015,48.844332,2.277756,Appartement,15,8190.476190476191,5.373375807280226,6,3
2024-1202998,245000.0,20.0,1.0,75011,48.855615,2.381423,Appartement,11,12250.0,2.317334845294562,2,3
2024-1203001,165000.0,26.0,2.0,75011,48.869858,2.372075,Appartement,11,6346.153846153846,2.4741871438579435,7,3
2024-1203002,326839.0,52.0,4.0,75014,48.827582,2.331288,Appartement,14,6285.365384615385,3.1406339067807894,3,3
2024-1203003,1000000.0,100.0,4.0,75016,48.854845,2.27102,Appartement,16,10000.0,5.782145348099674,6,3
2024-1203004,444500.0,48.0,3.0,75013,48.829176,2.372613,Appartement,13,9260.416666666666,3.123526442372647,5,3
2024-1203005,1880000.0,125.0,5.0,75005,48.850517,2.348197,Appartement,5,15040.0,0.3059944753604491,5,3
2024-1203006,513000.0,45.0,2.0,75015,48.845674,2.300498,Appartement,15,11400.0,3.712577374695166,1,3
2024-1203008,145000.0,142.0,5.0,75012,48.840157,2.395881,Appartement,12,1021.1267605633802,3.648439857800491,2,3
2024-1203010,740000.0,67.0,3.0,75016,48.839271,2.265465,Appartement,16,11044.776119402984,6.371480979487981,6,3
2024-1203012,440000.0,52.0,3.0,75011,48.865746,2.367372,Appartement,11,8461.538461538461,1.90363369260378,7,3
2024-1203013,294010.0,19.0,1.0,75005,48.841118,2.349,Appartement,5,15474.21052631579,1.323242901959831,5,3
2024-1203015,300000.0,40.0,3.0,75011,48.856725,2.3786,Appartement,11,7500.0,2.133057118804753,7,3
2024-1203017,460000.0,45.0,2.0,75011,48.851844,2.382455,Appartement,11,10222.222222222224,2.3780903155264763,2,3
2024-1203018,927000.0,94.0,4.0,75015,48.841545,2.312587,Appartement,15,9861.702127659575,3.019463182892943,1,3
2024-1203020,285000.0,47.0,2.0,75011,48.853405,2.387906,Appartement,11,6063.829787234043,2.7737659109002606,2,3
2024-1203021,247000.0,23.0,1.0,75005,48.848303,2.348922,Appartement,5,10739.130434782608,0.5282050022601835,5,4
2024-1203022,330000.0,32.0,2.0,75011,48.857214,2.374312,Appartement,11,10312.5,1.8394088635824248,7,3
2024-1203025,140560.0,56.0,2.0,75007,48.859132,2.308736,Appartement,7,2510.0,3.0949590962138616,1,3
2024-1203026,837100.0,100.0,5.0,75014,48.827113,2.326015,Appartement,14,8371.0,3.371491782240199,3,3
2024-1203027,420000.0,43.0,2.0,75012,48.851276,2.374169,Appartement,12,9767.441860465116,1.77872776250128,7,3
2024-1203028,340000.0,46.0,2.0,75011,48.854764,2.373824,Appartement,11,7391.304347826087,1.7540658132921745,7,3
2024-1203029,1123250.0,78.0,4.0,75016,48.847425,2.260591,Appartement,16,14400.641025641024,6.571323589032128,6,3
2024-1203030,890000.0,51.0,3.0,75007,48.854657,2.324532,Appartement,7,17450.980392156864,1.872435450219305,3,3
2024-1203031,1247619.0,71.0,4.0,75007,48.857783,2.304448,Appartement,7,17572.098591549297,3.374846216998726,1,3
2024-1203033,147000.0,11.0,1.0,75005,48.83922,2.339662,Appartement,5,13363.636363636364,1.7088344123937844,3,3
2024-1203034,890000.0,67.0,2.0,75016,48.86867,2.293311,Appartement,16,13283.58208955224,4.4982107725906895,9,2
2024-1203035,770000.0,87.0,3.0,75014,48.828804,2.330994,Appartement,14,8850.574712643678,3.028745451506675,3,3
2024-1203036,335000.0,41.0,1.0,75015,48.832803,2.297485,Appartement,15,8170.731707317073,4.451152038743038,1,3
2024-1203037,451000.0,52.0,3.0,75011,48.85235,2.391041,Appartement,11,8673.076923076924,3.0036745774911138,2,3
2024-1203038,250000.0,20.0,2.0,75016,48.856636,2.27966,Appartement,16,12500.0,5.162131594160881,6,3
2024-1203039,298000.0,34.0,2.0,75014,48.828911,2.314879,Appartement,14,8764.70588235294,3.712279228563302,3,3
2024-1203040,952910.0,80.0,2.0,75011,48.863874,2.3805,Appartement,11,11911.375,2.5378589752154563,8,3
2024-1203041,1219200.0,105.0,4.0,75016,48.847493,2.269577,Appartement,16,11611.42857142857,5.916287798351303,6,3
2024-1203042,494000.0,56.0,3.0,75015,48.835826,2.293881,Appartement,15,8821.42857142857,4.528975511940369,1,3
2024-1203044,100750.0,10.0,1.0,75016,48.870049,2.277909,Appartement,16,10075.0,5.604067404184983,9,3
2024-1203046,165000.0,20.0,1.0,75005,48.838811,2.346098,Appartement,5,8250.0,1.6033737431102817,5,3
2024-1203047,217000.0,29.0,1.0,75007,48.857094,2.302433,Appartement,7,7482.758620689655,3.5097691107385622,1,3
2024-1203048,1340000.0,106.0,3.0,75007,48.848032,2.308451,Appartement,7,12641.509433962265,3.0898863764505498,1,3
2024-1203049,680000.0,42.0,2.0,75006,48.851763,2.334916,Appartement,6,16190.47619047619,1.1121804370300892,3,3
2024-1203053,557700.0,68.0,3.0,75013,48.828483,2.36863,Appartement,13,8201.470588235294,3.0480911657175813,5,3
2024-1203054,721000.0,87.0,3.0,75016,48.860987,2.273406,Appartement,16,8287.356321839081,5.673533391415403,6,3
2024-1203055,209750.0,18.0,1.0,75007,48.857664,2.307019,Appartement,7,11652.777777777776,3.1870586248281865,1,3
2024-1203056,36775.0,28.0,2.0,75015,48.849738,2.289717,Appartement,15,1313.392857142857,4.425668397538668,1,3
2024-1203057,373333.34,30.0,1.5,75013,48.823088,2.347182,Appartement,13,12444.444666666668,3.332450820387608,5,3
2024-1203060,2665000.0,195.0,5.0,75007,48.851301,2.312871,Appartement,7,13666.666666666666,2.72316910990442,1,3
2024-1203061,324500.0,31.0,1.0,75011,48.854705,2.386983,Appartement,11,10467.741935483871,2.712467389414761,2,3
2024-1203063,315000.0,30.0,2.0,75015,48.847852,2.294631,Appartement,15,10500.0,4.0915500371413085,1,3
2024-1203064,115000.0,10.0,1.0,75005,48.84185,2.339532,Appartement,5,11500.0,1.4573572661423522,3,3
2024-1203066,150000.0,37.0,2.0,75012,48.839931,2.401931,Appartement,12,4054.054054054054,4.068441449184548,2,3
2024-1203070,145000.0,19.0,1.0,75015,48.841993,2.307164,Appartement,15,7631.578947368421,3.364942497200932,1,3
2024-1203072,339000.0,30.0,2.0,75007,48.858902,2.326934,Appartement,7,11300.0,1.81065493764659,3,3
2024-1203075,462500.0,43.0,2.0,75016,48.848425,2.265895,Appartement,16,10755.813953488372,6.174856506506466,6,3
2024-1203076,520000.0,50.0,2.0,75007,48.85934,2.307874,Appartement,7,10400.0,3.16157546375338,1,3
2024-1203077,440000.0,44.0,2.0,75014,48.829601,2.325118,Appartement,14,10000.0,3.175753079855044,3,3
2024-1203078,1120000.0,100.0,4.0,75016,48.856864,2.271332,Appartement,16,11200.0,5.771576251055413,6,3
2024-1203079,237500.0,29.0,2.0,75014,48.831684,2.324872,Appartement,14,8189.6551724137935,2.99992109777396,3,3
2024-1203080,293000.0,40.0,3.0,75014,48.827669,2.330558,Appartement,14,7325.0,3.155655617275026,3,3
2024-1203082,2445000.0,93.0,4.0,75006,48.847746,2.340443,Appartement,6,26290.322580645163,0.911209371902736,3,3
2024-1203083,282500.0,38.0,2.0,75015,48.831581,2.292589,Appartement,15,7434.210526315789,4.829514045473919,1,3
2024-1203084,185000.0,20.0,1.0,75012,48.851103,2.374244,Appartement,12,9250.0,1.7863557062857045,7,3
2024-1203085,275000.0,35.0,2.0,75015,48.843863,2.302052,Appartement,15,7857.142857142857,3.6526045860498098,1,3
2024-1203086,350000.0,23.0,1.0,75005,48.839412,2.349645,Appartement,5,15217.391304347826,1.5111399611666845,5,3
2024-1203088,509100.0,37.0,2.0,75007,48.858989,2.309445,Appartement,7,13759.45945945946,3.0408661710997897,1,3
2024-1203090,180720.0,23.0,1.0,75015,48.835361,2.311259,Appartement,15,7857.391304347826,3.447348136587499,1,3
2024-1203091,452000.0,42.0,1.0,75014,48.831732,2.334677,Appartement,14,10761.90476190476,2.617280064521079,3,3
2024-1203092,305500.0,27.0,2.0,75007,48.856453,2.3068,Appartement,7,11314.814814814816,3.183876850398394,1,3
2024-1203093,1965000.0,106.33333333333331,4.666666666666667,75007,48.859056,2.301845,Appartement,7,18479.623824451413,3.586850502525582,1,3
2024-1203094,198000.0,25.0,1.0,75005,48.839099,2.351929,Appartement,5,7920.0,1.5521524986127748,5,3
2024-1203095,370000.0,48.0,3.0,75013,48.824578,2.373496,Appartement,13,7708.333333333333,3.597914181305529,5,3
2024-1203096,600000.0,48.0,4.0,75013,48.836906,2.342937,Appartement,13,12500.0,1.862713034534509,5,3
2024-1203097,284000.0,30.0,1.0,75005,48.851077,2.34708,Appartement,5,9466.666666666666,0.3022706506061863,5,3
2024-1203098,435600.0,39.0,2.0,75015,48.842304,2.302505,Appartement,15,11169.23076923077,3.67324180282961,1,3
2024-1203103,1000000.0,78.5,2.0,75007,48.853814,2.318149,Appartement,7,12738.853503184711,2.332132583653463,3,3
2024-1203104,1213200.0,112.0,5.0,75015,48.84559,2.299747,Appartement,15,10832.142857142857,3.768243172700954,1,3
2024-1203107,52410.0,50.0,2.0,75011,48.860773,2.371576,Appartement,11,1048.2,1.799637895631276,7,3
2024-1203108,315000.0,31.0,1.0,75011,48.857937,2.375276,Appartement,11,10161.290322580646,1.929003923990084,7,3
2024-1203109,463050.0,49.0,2.0,75016,48.845787,2.264199,Appartement,16,9450.0,6.329149887702257,6,3
2024-1203112,327680.0,27.0,1.0,75011,48.854316,2.372864,Appartement,11,12136.296296296296,1.679222148134315,7,3
2024-1203113,1095000.0,99.0,4.0,75015,48.84272,2.293241,Appartement,15,11060.60606060606,4.307660054747059,1,3
2024-1203114,1017000.0,104.0,5.0,75012,48.847186,2.389925,Appartement,12,9778.846153846154,2.991981420523573,2,3
2024-1203115,105000.0,14.0,1.0,75012,48.849621,2.385401,Appartement,12,7500.0,2.617328324176167,2,3
2024-1203116,297000.0,40.0,2.0,75012,48.848676,2.389898,Appartement,12,7425.0,2.958612847478187,2,3
2024-1203117,930000.0,85.0,2.0,75015,48.839255,2.307658,Appartement,15,10941.176470588236,3.4548521792913216,1,4
2024-1203121,1030000.0,99.0,5.0,75016,48.856998,2.285878,Appartement,16,10404.040404040405,4.712347284282171,6,3
2024-1203123,1100000.0,126.0,5.0,75007,48.848424,2.313709,Appartement,7,8730.15873015873,2.7036824613856565,3,3
2024-1203124,649600.0,60.0,2.0,75015,48.839522,2.315172,Appartement,15,10826.666666666666,2.956546962874312,3,3
2024-1203125,280000.0,30.0,1.0,75014,48.826963,2.337151,Appartement,14,9333.333333333334,3.04406550934042,3,3
2024-1203126,260000.0,21.0,1.0,75006,48.842936,2.331315,Appartement,6,12380.952380952382,1.7668161090263288,3,3
2024-1203127,570300.0,69.0,4.0,75013,48.822727,2.345843,Appartement,13,8265.217391304348,3.37992485200076,5,3
2024-1203128,620000.0,65.0,3.0,75016,48.843344,2.258362,Appartement,16,9538.46153846154,6.790805211614742,6,3
2024-1203129,640000.0,75.0,3.0,75012,48.845205,2.40625,Appartement,12,8533.333333333334,4.206155875987746,2,3
2024-1203130,915800.0,87.0,2.0,75016,48.853808,2.266684,Appartement,16,10526.436781609196,6.096469625029276,6,3
2024-1203132,1208500.0,83.0,4.0,75007,48.853681,2.308216,Appartement,7,14560.240963855422,3.058064223877759,1,3
2024-1203134,985000.0,80.0,3.0,75016,48.851151,2.274721,Appartement,16,12312.5,5.511763340453521,6,3
2024-1203135,632000.0,76.0,4.0,75015,48.852883,2.291415,Appartement,15,8315.78947368421,4.286425636660455,1,4
2024-1203137,303000.0,38.0,1.0,75016,48.837902,2.260113,Appartement,16,7973.684210526316,6.788483442001736,6,3
2024-1203139,1072210.0,77.0,3.0,75014,48.832371,2.322136,Appartement,14,13924.805194805194,3.0691441207109493,3,3
2024-1203140,323000.0,25.0,2.0,75006,48.853542,2.338009,Appartement,6,12920.0,0.8793904014886739,3,3
2024-1203141,2640000.0,98.0,3.5,75015,48.840713,2.290215,Appartement,15,26938.775510204083,4.5831169846866455,1,3
2024-1203142,1070000.0,96.0,4.0,75015,48.853717,2.29091,Appartement,15,11145.833333333334,4.324053565055118,1,3
2024-1203144,530000.0,45.0,2.0,75015,48.848816,2.292411,Appartement,15,11777.777777777776,4.239310104013536,1,3
2024-1203145,200000.0,23.0,2.0,75011,48.862067,2.377556,Appartement,11,8695.652173913044,2.25401753472416,7,3
2024-1203147,520000.0,53.0,3.0,75011,48.856666,2.381631,Appartement,11,9811.32075471698,2.3498412563543583,2,3
2024-1203148,118000.0,14.0,1.0,75015,48.838719,2.298943,Appartement,15,8428.57142857143,4.05961004819276,1,3
2024-1203149,1100000.0,88.0,4.0,75015,48.844286,2.309085,Appartement,15,12500.0,3.146723584450973,1,3
2024-1203151,252500.0,22.0,1.0,75014,48.837649,2.319718,Appartement,14,11477.272727272728,2.797153561989075,3,3
2024-1203152,380000.0,58.0,2.0,75012,48.84694,2.38609,Appartement,12,6551.724137931034,2.725320749709526,2,3
2024-1203153,500000.0,73.0,4.0,75013,48.830555,2.343255,Appartement,13,6849.315068493151,2.5441150242678447,5,3
2024-1203154,350000.0,34.0,2.0,75015,48.846176,2.285361,Appartement,15,10294.117647058823,4.79014816141064,1,3
2024-1203155,200000.0,25.0,2.0,75012,48.847431,2.40042,Appartement,12,8000.0,3.740819751640971,2,3
2024-1203156,543000.0,75.0,3.0,75013,48.826845,2.355194,Appartement,13,7240.0,2.9330393777274,5,3
2024-1203157,500000.0,82.0,3.0,75012,48.83349,2.401043,Appartement,12,6097.5609756097565,4.319597805655385,2,3
2024-1203158,171182.0,31.0,1.0,75015,48.84559,2.299747,Appartement,15,5522.0,3.768243172700954,1,3
2024-1203159,325000.0,20.0,3.0,75012,48.836178,2.394291,Appartement,12,16250.0,3.7421507381902193,2,3
2024-1203160,550000.0,51.0,2.0,75011,48.851844,2.382455,Appartement,11,10784.313725490196,2.3780903155264763,2,3
2024-1203162,193000.0,21.0,1.0,75013,48.822435,2.352462,Appartement,13,9190.47619047619,3.403446132640007,5,3
2024-1203163,319000.0,32.0,1.0,75011,48.862787,2.368697,Appartement,11,9968.75,1.7479448012682932,7,3
2024-1203164,150000.0,19.0,1.0,75011,48.862578,2.387101,Appartement,11,7894.736842105263,2.915724773533456,8,3
2024-1203165,241000.0,29.0,2.0,75015,48.845,2.298296,Appartement,15,8310.344827586207,3.8864259191144015,1,4
2024-1203167,578100.0,65.0,3.0,75011,48.862454,2.374512,Appartement,11,8893.846153846154,2.0786757086953784,7,3
2024-1203168,400000.0,46.0,2.0,75011,48.867224,2.370063,Appartement,11,8695.652173913044,2.1577186595420783,7,3
2024-1203170,600000.0,69.0,3.0,75016,48.843205,2.260738,Appartement,16,8695.652173913044,6.62172484792263,6,3
2024-1203171,210000.0,25.0,1.0,75012,48.840032,2.398646,Appartement,12,8400.0,3.8406436943088527,2,3
2024-1203174,410000.0,41.0,2.0,75012,48.846872,2.377472,Appartement,12,10000.0,2.12247842790222,2,3
2024-1203175,532000.0,60.0,3.0,75012,48.847922,2.373541,Appartement,12,8866.666666666666,1.8126644137581664,7,3
2024-1203176,295000.0,33.0,1.0,75012,48.841828,2.400572,Appartement,12,8939.39393939394,3.903488126617242,2,3
2024-1203177,348000.0,43.0,2.0,75012,48.84171,2.394811,Appartement,12,8093.023255813953,3.511093038033496,2,3
2024-1203180,345000.0,35.0,2.0,75011,48.850751,2.394074,Appartement,11,9857.142857142857,3.2344508428405048,2,3
2024-1203181,333000.0,30.0,1.0,75005,48.844268,2.349469,Appartement,5,11100.0,0.971731196134774,5,3
2024-1203182,140000.0,15.0,2.0,75011,48.850306,2.393543,Appartement,11,9333.333333333334,3.1999832904212817,2,3
2024-1203185,824000.0,86.0,4.0,75016,48.850218,2.270979,Appartement,16,9581.39534883721,5.790041147684981,6,3
2024-1203186,120000.0,12.0,1.0,75011,48.86373,2.372623,Appartement,11,10000.0,2.040273407392683,7,3
2024-1203187,720000.0,76.0,3.0,75013,48.826224,2.351496,Appartement,13,9473.684210526317,2.9793676926863863,5,3
2024-1203188,180000.0,26.0,1.0,75016,48.86592,2.29052,Appartement,16,6923.076923076923,4.582350561723971,9,3
2024-1203189,950000.0,65.0,2.0,75007,48.858665,2.31874,Appartement,7,14615.384615384615,2.372188433922408,3,3
2024-1203190,505000.0,55.0,3.0,75012,48.836719,2.398772,Appartement,12,9181.818181818182,4.001904285010718,2,4
2024-1203191,260000.0,30.0,1.0,75012,48.843296,2.407545,Appartement,12,8666.666666666666,4.346775060606396,2,3
2024-1203192,285800.0,26.0,1.0,75015,48.835069,2.294656,Appartement,15,10992.307692307691,4.514183714544737,1,3
2024-1203193,3190000.0,115.0,3.0,75006,48.845756,2.320427,Appartement,6,27739.130434782608,2.308939201574452,3,4
2024-1203194,774637.0,100.0,4.0,75014,48.833833,2.329254,Appartement,14,7746.37,2.616715865791708,3,3
2024-1203195,570000.0,49.0,2.0,75015,48.842351,2.305836,Appartement,15,11632.65306122449,3.4417331269085034,1,3
2024-1203196,387920.0,34.0,2.0,75011,48.862705,2.382236,Appartement,11,11409.411764705885,2.5935110196939006,8,3
2024-1203197,540000.0,50.0,2.0,75005,48.850144,2.353121,Appartement,5,10800.0,0.3911507522392362,5,3
2024-1203198,1140000.0,107.0,4.0,75016,48.857797,2.27716,Appartement,16,10654.205607476635,5.35574780578738,6,3
2024-1203199,230000.0,32.0,1.0,75014,48.831828,2.337931,Appartement,14,7187.5,2.514443596129702,3,3
2024-1203200,528846.1,56.0,3.0,75016,48.851245,2.273445,Appartement,16,9443.680357142855,5.604681417427573,6,3
2024-1203201,255000.0,18.0,1.0,75016,48.84278,2.265624,Appartement,16,14166.666666666666,6.277756736617997,6,3
2024-1203202,990000.0,56.0,3.0,75013,48.827617,2.344992,Appartement,13,17678.571428571428,2.8461573262988016,5,4
2024-1203203,212500.0,25.0,1.0,75012,48.833197,2.396699,Appartement,12,8500.0,4.065416455002665,2,3
2024-1203205,219000.0,24.0,2.0,75013,48.828041,2.371675,Appartement,13,9125.0,3.196651612819952,5,3
2024-1203207,1910400.0,180.0,5.0,75016,48.855741,2.262877,Appartement,16,10613.333333333334,6.381505803670666,6,3
2024-1203211,645000.0,69.0,4.0,75016,48.846179,2.259058,Appartement,16,9347.826086956522,6.697355584908582,6,3
2024-1203212,535000.0,60.0,3.0,75011,48.86521,2.377071,Appartement,11,8916.666666666666,2.401123206914844,7,3
2024-1203214,165000.0,20.0,1.0,75005,48.839634,2.339255,Appartement,5,8250.0,1.681398677966098,3,3
2024-1203215,77000.0,113.0,4.0,75016,48.840673,2.26302,Appartement,16,681.4159292035398,6.510641999999809,6,3
2024-1203217,380000.0,39.0,2.0,75013,48.822994,2.34714,Appartement,13,9743.589743589744,3.343074234378829,5,3
2024-1203219,287000.0,30.0,2.0,75011,48.850934,2.384669,Appartement,11,9566.666666666666,2.547008542122409,2,4
2024-1203220,230000.0,30.0,2.0,75012,48.844492,2.388954,Appartement,12,7666.666666666667,3.0032301535816104,2,3
2024-1203222,305000.0,41.0,2.0,75013,48.828742,2.372955,Appartement,13,7439.024390243902,3.177722523186017,5,3
2024-1203223,253000.0,29.0,2.0,75014,48.830604,2.312377,Appartement,14,8724.137931034482,3.7124761864817226,3,3
2024-1203224,240000.0,16.0,1.0,75013,48.835282,2.349229,Appartement,13,15000.0,1.9709594221392623,5,3
2024-1203225,220000.0,22.0,2.0,75011,48.857377,2.380136,Appartement,11,10000.0,2.257898306114348,7,3
2024-1203226,520000.0,15.0,1.0,75013,48.829241,2.369933,Appartement,13,34666.666666666664,3.0178625490638864,5,3
2024-1203227,630000.0,60.0,3.0,75015,48.848631,2.294954,Appartement,15,10500.0,4.056837123945654,1,3
2024-1203228,595000.0,59.0,4.0,75014,48.829544,2.330081,Appartement,14,10084.745762711864,2.9879102672680298,3,3
2024-1203229,140000.0,13.0,1.0,75015,48.833768,2.3047,Appartement,15,10769.23076923077,3.944950478560958,1,3
2024-1203231,370000.0,39.0,2.0,75016,48.865794,2.289653,Appartement,16,9487.179487179486,4.638310605291752,9,3
2024-1203233,410000.0,34.0,3.0,75011,48.85529,2.386271,Appartement,11,12058.823529411764,2.6659139763071087,2,3
2024-1203234,109000.0,13.0,1.0,75014,48.829991,2.314921,Appartement,14,8384.615384615385,3.62438449430644,3,3
2024-1203236,300000.0,44.0,2.0,75015,48.835838,2.305464,Appartement,15,6818.181818181818,3.776660825208071,1,4
2024-1203238,580000.0,115.0,5.0,75014,48.82017,2.34323,Appartement,14,5043.478260869565,3.684003030187879,5,4
2024-1203240,1180400.0,72.0,3.0,75007,48.853889,2.326622,Appartement,7,16394.444444444445,1.7133020497585367,3,3
2024-1203241,519807.0,55.0,3.0,75015,48.851206,2.293135,Appartement,15,9451.036363636364,4.165410202734406,1,3
2024-1203242,290000.0,24.0,2.0,75011,48.855661,2.372289,Appartement,11,12083.333333333334,1.6573689926350696,7,3
2024-1203243,357000.0,26.0,2.0,75011,48.86097,2.380257,Appartement,11,13730.76923076923,2.384404215081464,7,3
2024-1203244,325000.0,40.0,2.0,75015,48.836295,2.29644,Appartement,15,8125.0,4.337283494919156,1,3
2024-1203245,400000.0,34.0,2.0,75013,48.826702,2.350986,Appartement,13,11764.70588235294,2.9250943874765905,5,3
2024-1203247,480000.0,59.0,3.0,75015,48.852098,2.29821,Appartement,15,8135.593220338983,3.79060261164578,1,3
2024-1203249,380000.0,32.0,1.0,75007,48.856796,2.317491,Appartement,7,11875.0,2.415610852868596,3,3
2024-1203251,1224673.0,20.0,1.0,75007,48.855549,2.320761,Appartement,7,61233.65,2.157926786561822,3,3
2024-1203252,210000.0,22.0,2.0,75014,48.830637,2.330906,Appartement,14,9545.454545454546,2.8523641655786864,3,3
2024-1203254,2450000.0,140.0,4.0,75014,48.837831,2.330686,Appartement,14,17500.0,2.200572487138356,3,3
2024-1203255,580000.0,78.0,3.0,75012,48.844329,2.407099,Appartement,12,7435.897435897436,4.287847185959541,2,3
2024-1203256,529000.0,81.0,3.0,75012,48.844329,2.407099,Appartement,12,6530.864197530864,4.287847185959541,2,3
2024-1203257,1315000.0,110.0,4.0,75016,48.875219,2.285489,Appartement,16,11954.545454545454,5.32657317263717,9,3
2024-1203259,123037.0,24.0,1.0,75012,48.845718,2.40794,Appartement,12,5126.541666666667,4.316150685491071,2,3
2024-1203260,844000.0,72.0,3.0,75011,48.858119,2.383053,Appartement,11,11722.222222222224,2.4843034507365123,2,4
2024-1203263,280000.0,30.0,2.0,75013,48.824091,2.372677,Appartement,13,9333.333333333334,3.617689560176442,5,3
2024-1203265,489200.0,48.0,2.0,75015,48.836229,2.302206,Appartement,15,10191.666666666666,3.9635685361718784,1,3
2024-1203266,595010.0,48.0,3.0,75015,48.84272,2.293241,Appartement,15,12396.041666666666,4.307660054747059,1,3
2024-1203267,335000.0,45.0,2.0,75011,48.849141,2.398745,Appartement,11,7444.444444444444,3.592309959299563,2,4
2024-1203268,185000.0,18.0,1.0,75011,48.864272,2.383397,Appartement,11,10277.777777777776,2.745973939949349,8,3
2024-1203269,150000.0,17.0,2.0,75014,48.828819,2.31796,Appartement,14,8823.529411764706,3.567590741803902,3,4
2024-1203270,385000.0,39.0,2.0,75011,48.850779,2.389448,Appartement,11,9871.794871794871,2.8968431255764275,2,3
2024-1203273,165000.0,16.0,1.0,75012,48.848505,2.392938,Appartement,12,10312.5,3.181231563020096,2,3
2024-1203275,726396.8,17.0,1.0,75006,48.851311,2.337608,Appartement,6,42729.22352941177,0.9259290214022318,3,3
2024-1203276,840000.0,65.0,3.0,75012,48.845718,2.40794,Appartement,12,12923.076923076924,4.316150685491071,2,3
2024-1203278,385000.0,53.0,2.0,75012,48.844133,2.404375,Appartement,12,7264.150943396226,4.099072047517995,2,3
2024-1203279,1670000.0,125.0,5.0,75005,48.840893,2.347428,Appartement,5,13360.0,1.3593288429501311,5,3
2024-1203280,395000.0,43.0,2.0,75016,48.843506,2.258948,Appartement,16,9186.046511627908,6.745615659131454,6,3
2024-1203281,1213300.0,93.0,4.0,75016,48.84846,2.262859,Appartement,16,13046.236559139785,6.395957540902653,6,4
2024-1203284,440000.0,26.0,1.0,75006,48.846454,2.319438,Appartement,6,16923.076923076922,2.351709584244911,3,3
